cold_inlet_temp,cold_mass_flow,hot_inlet_temp,hot_mass_flow,thermal_efficiency,cold_pressure_drop,hot_pressure_drop,global_htc,cold_outlet_temp,hot_outlet_temp
288.15,1.5,348.15,2.5,58.309135577384055,3.563819793431321,1353.7622865079757,156.45876543149762,323.1476143485757,327.1734094142903
288.15,1.5,348.15,3.0,60.3610708629288,3.520289413703722,1878.620530463464,158.66951856865825,324.37957930952393,330.0574253201913
288.15,1.5,348.15,3.5,61.996076931555834,3.4928712472319603,2479.17254395067,160.36966025281066,325.3611615882945,332.22425930092567
288.15,1.5,348.15,4.0,63.13296297909557,3.477224092450342,3154.37862152615,161.71695936031708,326.0436603878607,333.96118815700345
288.15,1.5,348.15,4.5,63.96197833929884,3.457095202160417,3900.5762000474933,162.83210442755157,326.5413180533379,335.37351158580725
288.15,1.5,348.15,5.0,64.70623470345484,3.4411646794033004,4716.696480740211,163.7705639509749,326.98808047258217,336.51850054640505
288.15,1.5,353.15,0.5,86.63393665204401,4.234788247442339,75.26769954587508,126.54768462209672,306.92301154811565,296.83249493700566
288.15,1.5,353.15,1.0,65.36513282263195,3.8161031707568327,260.1811818758433,142.1241226741521,316.48736823156014,310.66869272100644
288.15,1.5,353.15,1.5,51.07396312482444,3.6276192821678706,537.2148898357118,149.47949028477024,321.3656704124381,319.96823546516947
288.15,1.5,353.15,2.0,55.48417175475282,3.5241750674467767,899.3873571544245,153.8639961331173,324.2348998801672,326.12329931629534
288.15,1.5,353.15,2.5,58.3687396303969,3.4590596026100684,1342.260080713546,156.82508000411195,326.1113213141784,330.41049568274815
288.15,1.5,353.15,3.0,60.40794311253652,3.4149785586923826,1862.6077456889761,158.9849482308071,327.43769135322407,333.5425625103032
288.15,1.5,353.15,3.5,62.042866258829235,3.3863758154329844,2457.88302522467,160.64729845688035,328.50101075495365,335.8917798368264
